Time,Ue Id,ULPDCPThroughput,ULMcs_1,ULMcs_2,ULRbNum,PuschBler_1,PuschBler_2,TxPwr,ULStreamTotal,ULStreamNum_1,ULStreamNum_2,ULStreamNum_3,ULStreamNum_4,ULStream_Scale_1,ULStream_Scale_2,ULStream_Scale_3,ULStream_Scale_4,ULThroughput_1,ULThroughput_2,CRNTI,TaAdjustCnt,TaAdjustSum,DLMcs_1,DLMcs_2,DLMcs_3,DLMcs_4,DLRbNum,PdschBler_1,PdschBler_2,PdschBler_3,PdschBler_4,MIMOMod,DLStreamNumTotal,DLStreamNumTotal_SFBC_Scale,DLStreamNumTotal_BF_Scale,DLStreamNum_SFBC_1,DLStreamNum_SFBC_2,DLStreamNum_SFBC_3,DLStreamNum_SFBC_4,DLStreamNum_SFBC_5,DLStreamNum_SFBC_6,DLStreamNum_SFBC_7,DLStreamNum_SFBC_8,DLStreamNum_BF_1,DLStreamNum_BF_2,DLStreamNum_BF_3,DLStreamNum_BF_4,DLStreamNum_BF_5,DLStreamNum_BF_6,DLStreamNum_BF_7,DLStreamNum_BF_8,DLStreamNum_BF_Scale_1,DLStreamNum_BF_Scale_2,DLStreamNum_BF_Scale_3,DLStreamNum_BF_Scale_4,DLStreamNum_BF_Scale_5,DLStreamNum_BF_Scale_6,DLStreamNum_BF_Scale_7,DLStreamNum_BF_Scale_8,DLThroughput_1,DLThroughput_2,DLThroughput_3,DLThroughput_4,CQI,BeamId,Pci,PbchCrcErrorNum,PbchCrcSuccNum,PbchCrcSucc_Scale,CSIRsrp_1,CSIRsrp_2,CSIRsrp_3,CSIRsrp_4,CSIRsrp_5,CSIRsrp_6,CSIRsrp_7,CSIRsrp_8,CSISinr_1,CSISinr_2,CSISinr_3,CSISinr_4,CSISinr_5,CSISinr_6,CSISinr_7,CSISinr_8,SSBlockSinr_1,SSBlockSinr_2,SSBlockSinr_3,SSBlockSinr_4,SSBlockSinr_5,SSBlockSinr_6,SSBlockSinr_7,SSBlockSinr_8,OptimalBeam,OptimalRsrp_1,OptimalRsrp_2,OptimalRsrp_3,OptimalRsrp_4,OptimalRsrp_5,OptimalRsrp_6,OptimalRsrp_7,OptimalRsrp_8,OptimalAvgRSRP,Beam1,Beam1Rsrp_1,Beam1Rsrp_2,Beam1Rsrp_3,Beam1Rsrp_4,Beam1Rsrp_5,Beam1Rsrp_6,Beam1Rsrp_7,Beam1Rsrp_8,Beam1AvgRSRP,Beam2,Beam2Rsrp_1,Beam2Rsrp_2,Beam2Rsrp_3,Beam2Rsrp_4,Beam2Rsrp_5,Beam2Rsrp_6,Beam2Rsrp_7,Beam2Rsrp_8,Beam2AvgRSRP,Beam3,Beam3Rsrp_1,Beam3Rsrp_2,Beam3Rsrp_3,Beam3Rsrp_4,Beam3Rsrp_5,Beam3Rsrp_6,Beam3Rsrp_7,Beam3Rsrp_8,Beam3AvgRSRP,Beam4,Beam4Rsrp_1,Beam4Rsrp_2,Beam4Rsrp_3,Beam4Rsrp_4,Beam4Rsrp_5,Beam4Rsrp_6,Beam4Rsrp_7,Beam4Rsrp_8,Beam4AvgRSRP,NCell1Pci,NCell1BeamId,NCell1SSBRsrp_1,NCell1SSBRsrp_2,NCell1SSBRsrp_3,NCell1SSBRsrp_4,NCell1SSBRsrp_5,NCell1SSBRsrp_6,NCell1SSBRsrp_7,NCell1SSBRsrp_8,NCell2Pci,NCell2BeamId,NCell2SSBRsrp_1,NCell2SSBRsrp_2,NCell2SSBRsrp_3,NCell2SSBRsrp_4,NCell2SSBRsrp_5,NCell2SSBRsrp_6,NCell2SSBRsrp_7,NCell2SSBRsrp_8,GPSTime,GPSLong,GPSLA,GPSHeigh
11:59:15,1,103735.6,18,18,255,0.11,0.11,26,500,2,498,0,0,0,0,0,0,45742.8,45473.68,93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,331,0,100,1,-92,-88,-88,-91,-92,-88,-88,-91,12,19,19,13,12,19,19,13,9,21,23,15,9,21,23,15,0,-90,-86,-84,-86,-90,-86,-84,-86,-86.01849,0,-90,-86,-84,-86,-90,-86,-84,-86,-86.01849,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,226,0,-103,-100,-97,-98,-103,-100,-97,-98,227,0,-99,-103,-98,-99,-99,-103,-98,-99,2018/7/24/ 11:59:15,00.0000000,00.0000000,00.0000000
11:59:16,1,104930.7,18,18,255,0.11,0.11,26,500,2,498,0,0,0,0,0,0,45151.86,44975.19,93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,331,0,100,1,-92,-89,-88,-91,-92,-89,-88,-91,12,18,18,13,12,18,18,13,12,18,26,14,12,18,26,14,0,-88,-88,-84,-88,-88,-88,-84,-88,-86.6076,0,-88,-88,-84,-88,-88,-88,-84,-88,-86.6076,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,226,0,-100,-98,-97,-100,-100,-98,-97,-100,227,0,-98,-104,-101,-97,-98,-104,-101,-97,2018/7/24/ 11:59:16,00.0000000,00.0000000,00.0000000
11:59:17,1,102591,18,18,255,0.11,0.11,26,500,1,499,0,0,0,0,0,0,45013.11,45334.26,93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,331,0,100,1,-91,-89,-88,-92,-91,-89,-88,-92,12,18,18,13,12,18,18,13,12,16,22,14,12,16,22,14,0,-88,-89,-84,-88,-88,-89,-84,-88,-86.77275,0,-88,-89,-84,-88,-88,-89,-84,-88,-86.77275,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,226,0,-101,-101,-98,-101,-101,-101,-98,-101,227,0,-98,-105,-99,-98,-98,-105,-99,-98,2018/7/24/ 11:59:17,00.0000000,00.0000000,00.0000000
11:59:18,1,104366.8,18,18,256,0.11,0.11,26,500,0,500,0,0,0,1,0,0,46184.23,45695.27,93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,331,0,100,1,-91,-90,-89,-91,-91,-90,-89,-91,12,17,17,13,12,17,17,13,11,19,20,15,11,19,20,15,0,-88,-88,-84,-88,-88,-88,-84,-88,-86.6076,0,-88,-88,-84,-88,-88,-88,-84,-88,-86.6076,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,226,0,-102,-105,-99,-101,-102,-105,-99,-101,227,0,-99,-102,-100,-102,-99,-102,-100,-102,2018/7/24/ 11:59:18,00.0000000,00.0000000,00.0000000
11:59:19,1,103735.6,19,19,255,0.13,0.13,26,500,1,499,0,0,0,0,0,0,47459.16,47443.45,93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,331,0,100,1,-91,-88,-87,-91,-91,-88,-87,-91,13,19,19,14,13,19,19,14,13,24,23,18,13,24,23,18,0,-87,-85,-83,-85,-87,-85,-83,-85,-84.77175,0,-87,-85,-83,-85,-87,-85,-83,-85,-84.77175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,226,0,-99,-101,-98,-99,-99,-101,-98,-99,227,0,-99,-102,-99,-101,-99,-102,-99,-101,2018/7/24/ 11:59:19,00.0000000,00.0000000,00.0000000
11:59:20,1,103735.6,19,19,255,0.14,0.14,26,500,1,499,0,0,0,0,0,0,48488.05,48168.18,93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,331,0,100,1,-91,-88,-88,-91,-91,-88,-88,-91,12,20,19,14,12,20,19,14,11,20,21,14,11,20,21,14,0,-88,-85,-84,-88,-88,-85,-84,-88,-85.8867,0,-88,-85,-84,-88,-88,-85,-84,-88,-85.8867,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,226,0,-101,-102,-99,-104,-101,-102,-99,-104,227,0,-100,-102,-99,-100,-100,-102,-99,-100,2018/7/24/ 11:59:20,00.0000000,00.0000000,00.0000000
11:59:21,1,103735.6,18,18,256,0.09,0.09,26,500,0,500,0,0,0,1,0,0,45506.85,45679.01,93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,331,0,100,1,-92,-89,-89,-91,-92,-89,-89,-91,11,18,17,13,11,18,17,13,9,18,20,14,9,18,20,14,0,-89,-88,-86,-88,-89,-88,-86,-88,-87.60663,0,-89,-88,-86,-88,-89,-88,-86,-88,-87.60663,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,226,0,-100,-102,-100,-103,-100,-102,-100,-103,227,0,-96,-101,-101,-104,-96,-101,-101,-104,2018/7/24/ 11:59:21,00.0000000,00.0000000,00.0000000
11:59:22,1,103735.6,18,18,255,0.12,0.12,26,500,1,499,0,0,0,0,0,0,45469.11,45140.22,93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,331,0,100,1,-90,-89,-90,-92,-90,-89,-90,-92,13,17,16,13,13,17,16,13,15,20,17,14,15,20,17,14,0,-84,-87,-86,-87,-84,-87,-86,-87,-85.81554,0,-84,-87,-86,-87,-84,-87,-86,-87,-85.81554,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,226,0,-98,-100,-101,-99,-98,-100,-101,-99,227,0,-96,-99,-103,-99,-96,-99,-103,-99,2018/7/24/ 11:59:22,00.0000000,00.0000000,00.0000000
11:59:23,1,103735.6,18,18,255,0.11,0.11,26,500,1,499,0,0,0,0,0,0,45750.71,45675.57,93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,331,0,100,1,-91,-88,-87,-91,-91,-88,-87,-91,13,18,19,14,13,18,19,14,15,20,23,14,15,20,23,14,0,-84,-86,-82,-88,-84,-86,-82,-88,-84.44077,0,-84,-86,-82,-88,-84,-86,-82,-88,-84.44077,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,226,0,-102,-100,-95,-99,-102,-100,-95,-99,227,0,-102,-101,-97,-99,-102,-101,-97,-99,2018/7/24/ 11:59:23,00.0000000,00.0000000,00.0000000
11:59:24,1,103735.6,18,18,255,0.12,0.12,26,500,2,498,0,0,0,0,0,0,45809.71,45738.38,93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,331,0,100,1,-90,-87,-88,-91,-90,-87,-88,-91,13,20,18,14,13,20,18,14,15,18,19,13,15,18,19,13,0,-85,-87,-85,-88,-85,-87,-85,-88,-86.06218,0,-85,-87,-85,-88,-85,-87,-85,-88,-86.06218,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,226,0,-98,-100,-98,-100,-98,-100,-98,-100,227,0,-98,-101,-99,-103,-98,-101,-99,-103,2018/7/24/ 11:59:24,00.0000000,00.0000000,00.0000000
11:59:25,1,103735.6,18,18,256,0.1,0.1,26,500,0,500,0,0,0,1,0,0,46397.79,46200.93,93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,331,0,100,1,-90,-86,-88,-91,-90,-86,-88,-91,15,21,19,15,15,21,19,15,18,22,24,15,18,22,24,15,0,-85,-87,-83,-88,-85,-87,-83,-88,-85.31863,0,-85,-87,-83,-88,-85,-87,-83,-88,-85.31863,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,226,0,-103,-99,-95,-100,-103,-99,-95,-100,227,0,-101,-102,-97,-97,-101,-102,-97,-97,2018/7/24/ 11:59:25,00.0000000,00.0000000,00.0000000
11:59:26,1,104072.3,18,18,256,0.09,0.09,26,500,0,500,0,0,0,1,0,0,47138.59,47361.31,93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,331,0,100,1,-91,-87,-86,-91,-91,-87,-86,-91,15,20,21,16,15,20,21,16,16,31,24,15,16,31,24,15,0,-88,-84,-81,-89,-88,-84,-81,-89,-84.32733,0,-88,-84,-81,-89,-88,-84,-81,-89,-84.32733,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,226,0,-96,-103,-97,-100,-96,-103,-97,-100,227,0,-98,-105,-103,-98,-98,-105,-103,-98,2018/7/24/ 11:59:26,00.0000000,00.0000000,00.0000000
11:59:27,1,104577.2,18,18,255,0.13,0.13,26,500,2,498,0,0,0,0,0,0,47189.87,47045.26,93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,331,0,100,1,-89,-86,-88,-91,-89,-86,-88,-91,16,19,20,14,16,19,20,14,17,18,24,15,17,18,24,15,0,-88,-87,-85,-88,-88,-87,-85,-88,-86.81554,0,-88,-87,-85,-88,-88,-87,-85,-88,-86.81554,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,226,0,-97,-104,-97,-101,-97,-104,-97,-101,227,0,-98,-105,-100,-99,-98,-105,-100,-99,2018/7/24/ 11:59:27,00.0000000,00.0000000,00.0000000
11:59:28,1,104173.3,18,18,255,0.11,0.11,26,500,1,499,0,0,0,0,0,0,46445.53,46395.06,93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,331,0,100,1,-90,-88,-89,-91,-90,-88,-89,-91,15,17,19,14,15,17,19,14,21,18,26,14,21,18,26,14,0,-85,-86,-85,-90,-85,-86,-85,-90,-86.09222,0,-85,-86,-85,-90,-85,-86,-85,-90,-86.09222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,226,0,-97,-101,-97,-102,-97,-101,-97,-102,227,0,-100,-103,-99,-103,-100,-103,-99,-103,2018/7/24/ 11:59:28,00.0000000,00.0000000,00.0000000
11:59:29,1,103735.6,18,18,256,0.11,0.11,26,500,0,500,0,0,0,1,0,0,46448.22,46580.84,93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.736,0,0,0,23,0,331,0,100,1,-91,-89,-89,-91,-91,-89,-89,-91,14,18,19,15,14,18,19,15,14,16,20,16,14,16,20,16,0,-90,-90,-86,-89,-90,-90,-86,-89,-88.40823,0,-90,-90,-86,-89,-90,-90,-86,-89,-88.40823,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,226,0,-101,-101,-100,-104,-101,-101,-100,-104,227,0,-102,-104,-102,-101,-102,-104,-102,-101,2018/7/24/ 11:59:29,00.0000000,00.0000000,00.0000000
11:59:30,1,103735.6,18,18,256,0.12,0.12,26,500,0,500,0,0,0,1,0,0,46549.02,46746.27,93,1,1,17,0,0,0,6,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,331,0,100,1,-91,-87,-87,-91,-91,-87,-87,-91,15,18,21,15,15,18,21,15,17,19,28,12,17,19,28,12,0,-88,-86,-83,-91,-88,-86,-83,-91,-86.06294,0,-88,-86,-83,-91,-88,-86,-83,-91,-86.06294,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,226,0,-100,-99,-98,-103,-100,-99,-98,-103,227,0,-102,-100,-101,-106,-102,-100,-101,-106,2018/7/24/ 11:59:30,00.0000000,00.0000000,00.0000000
